0.000448311,0.000522473
0.000448311,0.000522486
0.000448311,0.000522498
0.000448311,0.000522511
0.000448311,0.000522523
0.000448311,0.000522536
0.000448311,0.000522548
0.000448311,0.000522561
0.000448311,0.000522573
0.000448311,0.000522585
0.000448311,0.000522598
0.000448311,0.00052261
0.000448311,0.000522622
0.000448311,0.000522635
0.000448311,0.000522647
0.000448311,0.000522659
0.000448311,0.000522671
0.000448311,0.000522683
0.000448311,0.000522696
0.000448311,0.000522708
0.000448311,0.00052272
0.000448311,0.000522732
0.000448311,0.000522745
0.000448311,0.000522756
0.000448311,0.000522768
0.000448311,0.00052278
0.000448311,0.000522792
0.000448311,0.000522804
0.000448311,0.000522817
0.000448311,0.000522828
0.000448311,0.00052284
0.000448311,0.000522852
0.000448311,0.000522864
0.000448311,0.000522876
0.000448311,0.000522888
0.000448311,0.000522899
0.000448311,0.000522911
0.000448311,0.000522924
0.000448311,0.000522935
0.000448311,0.000522946
0.000448311,0.000522959
0.000448311,0.00052297
0.000448311,0.000522981
0.000448311,0.000522994
0.000448311,0.000523005
0.000448311,0.000523017
0.000448311,0.000523028
0.000448311,0.000523039
0.000448311,0.000523052
0.000448311,0.000523063
0.000448311,0.000523074
0.000448311,0.000523086
0.000448311,0.000523096
0.000448311,0.000523109
0.000448311,0.00052312
0.000448311,0.000523132
0.000448311,0.000523143
0.000448311,0.000523154
0.000448311,0.000523164
0.000448311,0.000523179
0.000448311,0.000523188
0.000448311,0.000523198
0.000448311,0.000523211
0.000448311,0.000523222
0.000448311,0.000523232
0.000448311,0.000523245
0.000448311,0.000523256
0.000448311,0.000523266
0.000448311,0.000523277
0.000448311,0.00052329
0.000448311,0.0005233
0.000448311,0.000523311
0.000448311,0.00052332
0.000448311,0.000523334
0.000448311,0.000523343
0.000448311,0.000523354
0.000448311,0.000523366
0.000448311,0.000523377
0.000448311,0.000523388
0.000448311,0.000523399
0.000448311,0.000523408
0.000448311,0.000523422
0.000448311,0.000523431
0.000448311,0.000523442
0.000448311,0.000523452
0.000446482,0.000523469
0.000442826,0.000521651
0.000439169,0.000519833
0.000435512,0.000518017
0.000431855,0.000516198
0.000428197,0.00051438
0.00042454,0.00051256
0.000420882,0.000510744
0.000417225,0.000508926
0.000413567,0.000507108
0.000409909,0.00050529
0.000406251,0.00050347
0.000402593,0.000501653
0.000398935,0.000499833
0.000395276,0.000498014
0.000391618,0.000496194
0.000387959,0.000494377
0.0003843,0.000492559
0.000380641,0.00049074
0.000376982,0.000488918
0.000373323,0.000487102
0.000369664,0.00048528
0.000366004,0.000483461
0.000362345,0.000481642
0.000358685,0.000479823
0.000355025,0.000478004
0.000351365,0.000476184
0.000347705,0.000474362
0.000344045,0.000472546
0.000340385,0.000470723
0.000336724,0.000468904
0.000333064,0.000467084
0.000329403,0.000465261
0.000325742,0.000463445
0.000322081,0.000461622
0.00031842,0.000459802
0.000314759,0.000457982
0.000311098,0.000456159
0.000307437,0.000454342
0.000303775,0.000452519
0.000300113,0.000450699
0.000296452,0.000448878
0.00029279,0.000447055
0.000289128,0.000445234
0.000285466,0.000443414
0.000281803,0.000441594
0.000278141,0.00043977
0.000274478,0.000437949
0.000270816,0.000436129
0.000267153,0.000434308
0.00026349,0.000432484
0.000259827,0.000430663
0.000256164,0.000428842
0.000252501,0.000427018
0.000248838,0.000425197
0.000245174,0.000423376
0.000241511,0.000421551
0.000237847,0.00041973
0.000234956,0.000422214
0.000232837,0.000421162
